Num success 0/30 | Episode Length 50.00
Num success 28/30 | Episode Length 15.20
Num success 29/30 | Episode Length 19.17
Num success 26/30 | Episode Length 17.77
Num success 27/30 | Episode Length 17.50
Num success 29/30 | Episode Length 14.37
Num success 27/30 | Episode Length 16.47
Num success 26/30 | Episode Length 21.23
Num success 30/30 | Episode Length 12.27
Num success 27/30 | Episode Length 16.47
Num success 28/30 | Episode Length 16.00
Num success 29/30 | Episode Length 15.03
Num success 29/30 | Episode Length 15.70
Num success 30/30 | Episode Length 14.70
Num success 30/30 | Episode Length 15.90
Num success 27/30 | Episode Length 17.70
Num success 29/30 | Episode Length 16.53
Num success 29/30 | Episode Length 15.90
Num success 28/30 | Episode Length 14.43
Num success 28/30 | Episode Length 15.13
Num success 29/30 | Episode Length 15.50
Num success 29/30 | Episode Length 18.47
Num success 29/30 | Episode Length 14.37
Num success 28/30 | Episode Length 13.90
Num success 28/30 | Episode Length 18.93
Num success 27/30 | Episode Length 16.70
Num success 29/30 | Episode Length 13.97
Num success 29/30 | Episode Length 17.03
Num success 27/30 | Episode Length 17.97
Num success 27/30 | Episode Length 18.43
Num success 25/30 | Episode Length 18.83
Num success 28/30 | Episode Length 17.63
Num success 28/30 | Episode Length 16.00
Num success 29/30 | Episode Length 14.23
Num success 29/30 | Episode Length 11.37
Num success 27/30 | Episode Length 16.07
Num success 30/30 | Episode Length 14.13
Num success 28/30 | Episode Length 14.93
Num success 30/30 | Episode Length 13.37
Num success 29/30 | Episode Length 12.77
Num success 27/30 | Episode Length 15.70
Num success 28/30 | Episode Length 15.20
Num success 29/30 | Episode Length 15.53
Num success 28/30 | Episode Length 14.87
Num success 26/30 | Episode Length 16.07
Num success 27/30 | Episode Length 20.00
Num success 29/30 | Episode Length 14.50
Num success 29/30 | Episode Length 12.47
Num success 29/30 | Episode Length 16.00
Num success 28/30 | Episode Length 15.57
Num success 30/30 | Episode Length 12.77
Num success 28/30 | Episode Length 14.60
Num success 27/30 | Episode Length 15.80
Num success 29/30 | Episode Length 15.43
Num success 29/30 | Episode Length 13.03
Num success 30/30 | Episode Length 12.27
Num success 30/30 | Episode Length 13.93
Num success 29/30 | Episode Length 13.87
Num success 27/30 | Episode Length 17.50
Num success 26/30 | Episode Length 20.87
Num success 29/30 | Episode Length 13.20
Num success 29/30 | Episode Length 13.53
Num success 29/30 | Episode Length 14.63
Num success 29/30 | Episode Length 14.37
Num success 29/30 | Episode Length 15.00
Num success 26/30 | Episode Length 17.23
Num success 28/30 | Episode Length 16.10
Num success 30/30 | Episode Length 16.10
Num success 28/30 | Episode Length 15.47
Num success 27/30 | Episode Length 16.70
Num success 29/30 | Episode Length 13.50
Num success 29/30 | Episode Length 14.80
Num success 30/30 | Episode Length 10.47
Num success 30/30 | Episode Length 11.73
Num success 25/30 | Episode Length 21.77
Num success 30/30 | Episode Length 14.07
Num success 30/30 | Episode Length 13.63
Num success 30/30 | Episode Length 11.47
Num success 28/30 | Episode Length 15.67
Num success 30/30 | Episode Length 13.23
Num success 29/30 | Episode Length 13.57
Num success 30/30 | Episode Length 12.57
Num success 29/30 | Episode Length 16.73
Num success 26/30 | Episode Length 18.17
Num success 30/30 | Episode Length 14.33
Num success 29/30 | Episode Length 14.73
Num success 29/30 | Episode Length 15.03
Num success 29/30 | Episode Length 14.27
Num success 28/30 | Episode Length 14.10
Num success 25/30 | Episode Length 17.47
Num success 27/30 | Episode Length 15.23
Num success 27/30 | Episode Length 18.77
Num success 30/30 | Episode Length 14.80
Num success 28/30 | Episode Length 15.07
Num success 29/30 | Episode Length 13.17
Num success 30/30 | Episode Length 15.40
Num success 30/30 | Episode Length 11.67
Num success 29/30 | Episode Length 16.67
Num success 28/30 | Episode Length 13.47
Num success 27/30 | Episode Length 16.53
Num success 30/30 | Episode Length 12.50
Num success 29/30 | Episode Length 14.27
Num success 27/30 | Episode Length 17.80
Num success 28/30 | Episode Length 16.50
Num success 29/30 | Episode Length 12.53
Num success 29/30 | Episode Length 13.17
Num success 29/30 | Episode Length 13.53
Num success 29/30 | Episode Length 13.97
Num success 27/30 | Episode Length 17.50
Num success 30/30 | Episode Length 12.03
Num success 29/30 | Episode Length 14.77
Num success 29/30 | Episode Length 17.63
Num success 29/30 | Episode Length 13.27
Num success 29/30 | Episode Length 14.03
Num success 30/30 | Episode Length 14.67
Num success 27/30 | Episode Length 17.17
Num success 28/30 | Episode Length 15.47
Num success 30/30 | Episode Length 11.93
Num success 30/30 | Episode Length 16.07
Num success 30/30 | Episode Length 12.73
Num success 30/30 | Episode Length 12.17
Num success 28/30 | Episode Length 14.60
Num success 29/30 | Episode Length 16.97
Num success 30/30 | Episode Length 13.57
Num success 29/30 | Episode Length 14.03
Num success 29/30 | Episode Length 14.13
Num success 27/30 | Episode Length 15.73
Num success 29/30 | Episode Length 13.87
Num success 26/30 | Episode Length 20.83
Num success 29/30 | Episode Length 13.40
Num success 29/30 | Episode Length 13.17
Num success 30/30 | Episode Length 10.87
Num success 28/30 | Episode Length 17.23
Num success 29/30 | Episode Length 12.90
Num success 29/30 | Episode Length 14.50
Num success 28/30 | Episode Length 13.90
Num success 29/30 | Episode Length 15.17
Num success 28/30 | Episode Length 16.10
Num success 27/30 | Episode Length 15.33
Num success 29/30 | Episode Length 14.30
Num success 29/30 | Episode Length 14.13
Num success 28/30 | Episode Length 16.17
Num success 29/30 | Episode Length 13.43
Num success 30/30 | Episode Length 12.23
Num success 30/30 | Episode Length 14.33
Num success 26/30 | Episode Length 18.27
Num success 29/30 | Episode Length 13.87
Num success 29/30 | Episode Length 14.97
Num success 28/30 | Episode Length 15.00
Num success 28/30 | Episode Length 13.37
Num success 28/30 | Episode Length 16.00
Num success 29/30 | Episode Length 12.33
Num success 30/30 | Episode Length 11.47
Num success 30/30 | Episode Length 13.83
Num success 28/30 | Episode Length 15.10
Num success 29/30 | Episode Length 15.20
Num success 28/30 | Episode Length 17.43
Num success 30/30 | Episode Length 13.90
Num success 26/30 | Episode Length 19.10
Num success 29/30 | Episode Length 14.10
Num success 29/30 | Episode Length 13.63
Num success 29/30 | Episode Length 16.07
